name,HM_B_AB_nCi_2_SS1_X_LGP[1_2_6]_h-s_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[1_2_6]_h_MAS,GM_F_AB_Ci(2.0_-2.0)_2_SS2_H_T_LGP[1-3]_e_MAS,HM_B_AB_nCi_2_SS6_G_LGP[1-3]_e-s_MAS,HM_F_BB_Ci(2.0_-2.0)_2_NS6_H_C_LGP[1]_p_MAS,MN_B_AB_nCi_2_NS1_T_LGP[1]_c-m_MAS,N3_B_AB_nCi_2_SS2_H_n_T_LGP[1]_c-m_MAS,I50_Q_AB_nCi_2_SS1_C_LGP[1]_m_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS3_H_A_LGP[2-4]_h_MAS,MX_B_AB_nCi_2_SS4_H_n_X_LGP[2-4]_p-h_MAS,P3_Q_AB_Ci(2.0_-2.0)_2_MP7_T_LGP[2-4]_p_MAS,P2_B_AB_nCi_2_SS3_H_T_LGP[2-4]_c-m_MAS,P3_B_BB_Ci(2.0_-2.0)_2_SS4_H_T_LGP[4-6]_e-s_MAS,MX_B_AB_nCi_2_NS1_A_LGP[1]_c-m_MAS,MX_B_AB_nCi_2_SS2_H_n_X_LGP[2-4]_h-s_MAS,N2_B_AB_nCi_2_NS4_T_LGP[4-6]_c-m_MAS,Q2_B_AB_nCi_2_SS8_P_LGP[4-6]_m-s_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[2-4]_h_MAS,RA_B_AB_nCi_2_MP5_P_LGP[4-6]_e-s_MAS,I50_F_AB_nCi_2_NS1_n_P_LGP[1_2_6]_m_MAS,RA_Q_AB_nCi_2_NS5_A_LGP[4-6]_h_MAS,N3_B_AB_nCi_2_NS1_T_KA_c-m_MAS,HM_B_AB_nCi_2_SS1_X_KA_h-s_MAS,RA_B_AB_nCi_2_SS4_X_SRW_c-p_MAS,P2_Q_BB_Ci(2.0_-2.0)_2_NS4_H_A_KA_p_MAS,K_B_AB_nCi_2_NS3_T_NSRW_h-s_MAS,K_B_AB_nCi_2_SS8_T_NSRW_e-h_MAS,N3_Q_AB_nCi_2_NS8_n_T_KA_c_MAS,HM_F_BB_Ci(2.0_-2.0)_2_SS5_H_A_SRW_p_MAS,K_Q_AB_Ci(2.0_-2.0)_2_NS3_H_n_T_KA_h_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_m-p_MAS,HM_B_BB_nCi_2_NS0_H_A_SRW_m-e_MAS,RA_B_AB_nCi_2_SS4_A_SRW_c-p_MAS,HM_B_AB_nCi_2_SS4_M_SRW_p-h_MAS,MX_F_BB_nCi_2_NS1_H_X_NSRW_m_MAS,RA_B_AB_nCi_2_NS8_H_n_D_SRW_m-e_MAS,RA_Q_AB_nCi_2_NS8_H_n_D_SRW_e_MAS,HM_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_SRW_e_MAS,P3_F_BB_nCi_2_NS4_H_A_KA_h_MAS,SD_Q_AB_nCi_2_MP6_P_NSRW_m_MAS,I50_B_AB_nCi_2_SS1_P_KA_h-s_MAS,RA_Q_AB_nCi_2_NS7_H_n_D_SRW_m_MAS,RA_F_AB_nCi_2_NS6_H_n_D_SRW_e_MAS,RA_F_AB_nCi_2_NS6_H_n_D_SRW_m_MAS,RA_Q_AB_nCi_2_NS6_H_n_D_SRW_e_MAS,MX_F_AB_nCi_2_SS1_n_X_LGP[1-3]_e_MAS,MX_F_AB_nCi_2_SS1_n_X_NSRW_e_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_m-e_MAS,RA_Q_AB_nCi_2_NS6_H_n_D_SRW_m_MAS,HM_F_BB_nCi_2_NS4_H_A_SRW_e_MAS,MN_B_AB_nCi_2_NS1_A_LGP[1]_c-m_MAS,MN_B_AB_nCi_2_NS1_A_NSRW_c-m_MAS,MN_B_AB_nCi_2_NS1_A_KA_c-m_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1_2_6]_p-h_MAS,RA_Q_AB_nCi_2_NS7_H_n_D_SRW_e_MAS,MN_B_AB_nCi_2_NS1_T_NSRW_c-m_MAS,MX_B_AB_nCi_2_NS3_D_LGP[1]_m-e_MAS,RA_Q_AB_nCi_2_NS8_H_n_D_SRW_m_MAS,MX_Q_AB_nCi_2_NS3_D_LGP[1]_e_MAS,HM_Q_BB_nCi_2_SS2_H_A_SRW_e_MAS,HM_Q_BB_Ci(2.0_-2.0)_2_SS2_H_A_SRW_e_MAS,RA_B_AB_nCi_2_NS7_H_n_D_SRW_m-e_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[1-3]_p-h_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[1_2_6]_p-h_MAS,RA_Q_AB_nCi_2_NS5_H_n_D_SRW_e_MAS,MX_Q_AB_nCi_2_SS1_n_X_NSRW_e_MAS,MX_Q_AB_nCi_2_SS1_n_X_LGP[1-3]_e_MAS,HM_B_BB_nCi_2_SS2_H_A_SRW_e-p_MAS,HM_B_BB_Ci(2.0_-2.0)_2_SS2_H_A_SRW_e-p_MAS,GM_F_BB_nCi_2_NS5_H_A_SRW_h_MAS,GM_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_SRW_h_MAS,HM_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_SRW_m_MAS,HM_F_BB_nCi_2_NS5_H_A_SRW_m_MAS,HM_F_BB_nCi_2_NS5_H_A_SRW_e_MAS,MN_B_AB_nCi_2_NS1_X_KA_c-m_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1-3]_h_MAS,MX_B_AB_nCi_2_SS2_H_n_X_LGP[2-4]_p-h_MAS,MN_B_AB_nCi_2_NS1_n_X_LGP[1-3]_c-m_MAS,MN_B_AB_nCi_2_NS1_n_X_NSRW_c-m_MAS,MN_B_AB_nCi_2_NS1_X_LGP[1]_c-m_MAS,MN_B_AB_nCi_2_NS1_X_NSRW_c-m_MAS,Q2_B_AB_nCi_2_NS7_P_SRW_e-h_MAS,RA_B_BB_nCi_2_SS3_H_D_SRW_p-h_MAS,I50_B_AB_nCi_2_MP3_P_KA_m-e_MAS,I50_F_AB_nCi_2_MP1_P_KA_p_MAS,Q3_F_BB_nCi_2_SS8_H_P_SRW_s_MAS,RA_B_AB_nCi_2_SS3_n_C_SRW_p-s_MAS,I50_B_BB_nCi_2_NS7_H_P_SRW_e-p_MAS,Q3_Q_BB_nCi_2_SS6_H_P_SRW_e_MAS,V_F_AB_nCi_2_SS4_A_NSRW_e_MAS,MX_F_AB_nCi_2_NS2_H_n_X_LGP[2-4]_e_MAS,MX_F_AB_nCi_2_NS2_D_KA_e_MAS,RA_B_AB_nCi_2_SS3_A_SRW_m-e_MAS,MX_B_AB_nCi_2_NS2_D_KA_m-e_MAS,MX_Q_AB_nCi_2_NS2_D_KA_e_MAS,HM_B_BB_Ci(2.0_-2.0)_2_SS5_A_KA_e-s_MAS,MX_Q_AB_nCi_2_NS2_H_n_X_LGP[2-4]_e_MAS,RA_F_AB_nCi_2_SS3_A_SRW_m_MAS,V_Q_AB_nCi_2_SS4_A_LGP[2-4]_e_MAS,MX_F_AB_nCi_2_SS2_H_n_X_LGP[2-4]_s_MAS,MX_B_AB_nCi_2_SS2_H_n_X_LGP[2-4]_e-s_MAS,P2_F_AB_Ci(2.0_-2.0)_2_NS2_A_KA_e_MAS,MN_F_AB_nCi_2_SS6_P_KA_e_MAS,SD_B_AB_nCi_2_MP5_T_LGP[2-4]_e-p_MAS,MX_F_AB_nCi_2_SS1_A_NSRW_e_MAS,MX_F_AB_nCi_2_SS1_A_LGP[1]_e_MAS,SD_B_AB_nCi_2_MP7_T_LGP[2-4]_e-p_MAS,RA_B_AB_nCi_2_NS7_A_LGP[4-6]_e-h_MAS,MX_Q_AB_nCi_2_SS1_A_LGP[1]_e_MAS,RA_B_AB_nCi_2_NS2_n_C_SRW_p-s_MAS,RA_B_AB_nCi_2_NS5_A_LGP[4-6]_e-h_MAS,RA_F_AB_nCi_2_SS1_A_NSRW_e_MAS,MX_F_AB_nCi_2_SS2_H_n_X_LGP[2-4]_e_MAS,MX_F_AB_nCi_2_SS2_H_n_X_LGP[2-4]_p_MAS,P3_B_AB_Ci(2.0_-2.0)_2_NS3_C_NSRW_m-s_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_LGP[1_2_6]_h_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_c-m_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_e-c_MAS,HM_F_BB_nCi_2_SS5_H_A_SRW_p_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_KA_h_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1_2_6]_h_MAS,GM_F_BB_Ci(2.0_-2.0)_2_SS5_H_A_SRW_p_MAS,GM_F_BB_nCi_2_SS5_H_A_SRW_p_MAS,HM_F_BB_nCi_2_SS7_H_A_SRW_p_MAS,HM_F_BB_Ci(2.0_-2.0)_2_SS7_H_A_SRW_p_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[2-4]_p-h_MAS,classreal,Class
0865 Etacepride,0.507423868,1.865992022,1.542024384,0,1889.224776,-0.190917548,0.092071488,0.1875,4.385239114,1.383884578,2.312675833,0.033363014,0.148631699,0.088523327,0.082748901,1.083851853,0.042108032,18.92356052,0.004965537,2,28.82479236,0.70889895,0.507423868,0.086296883,427.1551325,1.111809084,2.245273658,21.22156626,0.159207024,0.254480229,3290.319302,2.490024874,0.086296883,1.244279011,1.249965972,22247.53453,57452.128,13.90186736,29.8249082,0.044816004,0.540264737,2695.418465,1658.08,642.068333,5703.7952,0.4275,0.4275,2208.715065,855.2940751,17.65029445,-0.095458774,-0.095458774,-0.095458774,75.81477738,17975.2384,-0.190917548,6.88,8615.047168,17.544,2.721042253,2.721042253,6960.660134,7.523623484,7.523623484,1834.208,1.27925,1.27925,4.603908455,4.603908455,11.37377036,11.37377036,2.822134733,2.822134733,13.90186736,-0.095458774,22.44717214,0.517602986,-0.095458774,-0.095458774,-0.095458774,-0.095458774,1626.52536,0.250825718,0.274964309,0.6615,0.04701284,0.229419887,3798.495633,0.413675448,0.101061984,3.44,7.265,0.416581491,9.677648214,24.9916,0.186499564,8.772,0.121099271,0.650995005,0.076123431,0.234898134,4.29663739,0.570581589,0.247301866,0.8525,0.8525,0.292003643,708.5223542,2.74125,6.882596622,49.92931879,0.8525,0.230384615,0.478796049,3.042933842,66.20445151,231.3424244,597.419663,0.159207024,29.8249082,18.19296881,0.183750591,0.183750591,0.160944101,0.160944101,6.317858652,inactive,-1
0867 Clocapramine,0.39983352,2.952748186,1.57171901,0,1079.220532,-0.700376265,0.141952027,0.687034491,9.083947049,2.561506743,2.360318641,0.041290597,0.185286968,0.264889365,0.398801823,7.051721819,0.140223071,47.01922428,0.008508541,2,36.61584329,1.326270303,0.39983352,0.51706559,2639.144021,-1.35344867,-0.581892087,180.3975306,0.210503504,0.125130528,3767.172919,2.424555736,0.51706559,0,1.58300598,22256.69932,57475.7952,30.98190219,75.57638949,0.020939459,0.951621791,2695.418465,1658.08,642.068333,5703.7952,0.892083333,0.892083333,2208.715065,855.2940751,25.1442484,-0.350188133,-0.350188133,-0.350188133,297.2684892,17975.2384,-0.700376265,6.88,8618.596106,17.544,2.003712379,2.003712379,6960.660134,16.74305342,16.74305342,1834.208,2.5585,2.5585,4.026628911,4.026628911,21.08801913,21.08801913,6.407680367,6.407680367,30.98190219,-0.350188133,64.90196872,1.584765465,-0.350188133,-0.350188133,-0.350188133,-0.350188133,0,0.352948231,0.108284994,0.335424121,0.043545781,1.937675796,4262.53675,0.141280279,0.125867396,7.3,7.265,0.381866367,9.677648214,24.9916,0.289483868,25.112,0.111007665,1.297074727,0.460660751,1.225863595,6.189528324,0.026312422,0.285398568,1.210833333,1.210833333,0.353805972,2103.503062,3.655,74.40675058,107.3617518,1.210833333,0.942586538,2.578961449,13.68426721,217.7934944,230.9168241,596.3205909,0.210503504,75.57638949,52.32515036,0.24964486,0.24964486,0.189016921,0.189016921,11.03883448,inactive,-1
0869 Meperidide,0.462551092,2.723245609,1.548209529,0,1109.196538,-0.59550453,0.119497769,0.1875,5.538171835,2.859190977,1.314560258,0.043809784,0.177533614,0.590218376,0.451878519,3.142542562,0.048916878,23.77703159,0.004655268,2,27.54977424,1.616634984,0.462551092,0.397479889,942.8181442,-0.778855117,1.691592505,362.6924351,0.197972242,-0.698786217,3249.621167,2.390275837,0.397479889,0,2.082091977,22426.24799,57913.6384,17.74328372,46.47421168,0.019771762,0.486601042,2702.516341,1658.08,642.068333,5703.7952,1.123125,1.123125,2208.715065,855.2940751,20.37995071,-0.297752265,-0.297752265,-0.297752265,186.9423054,18022.5728,-0.59550453,6.88,8684.25146,17.544,2.270720009,2.270720009,6978.989719,13.64423465,13.64423465,1834.208,3.2895,3.2895,4.195195639,4.195195639,13.40167906,13.40167906,3.729783449,3.729783449,17.74328372,-0.297752265,37.0011688,2.135215207,-0.297752265,-0.297752265,-0.297752265,-0.297752265,1465.003972,0.240068266,0.119173767,0.323883789,0.054843693,1.395926714,3678.569085,0.479843871,0.173786324,11.63,7.265,0.416581491,9.677648214,24.9916,0.226531984,40.0072,0.121099271,1.584263769,0.36869642,1.057291769,8.327596817,0.485901599,0.117852865,1.60125,1.60125,0.149860635,1150.974495,4.93425,45.68487429,55.54051207,1.60125,1.1481875,2.34327691,7.432541746,132.1296195,231.400905,597.5706835,0.197972242,46.47421168,35.12504272,0.234631789,0.234631789,0.20598473,0.20598473,7.814012741,inactive,-1
0871 Flurtaline,0.420252487,3.839463476,1.590781593,0,836.3989128,-0.564202879,0.028301877,0.3125,5.998396689,3.275315007,1.464871886,0.026855634,0.091411895,0.195730657,0.320710013,2.044072399,0.048781567,26.3387417,0.00347201,1.5,18.51055163,1.259881417,0.420252487,0.514535003,1506.139267,-0.623967143,0.487873634,63.63707412,0.509338811,-0.891340435,3523.196171,1.248399771,0.514535003,1.268867083,3.47372183,13886.52128,36199.3472,62.18741276,48.21767315,0.018371903,0.858614681,1448.379021,994.08,381.3414922,3022.0032,1.585416667,1.585416667,1159.278136,444.7135585,32.24121024,-0.386006271,-0.386006271,-0.386006271,204.104923,9842.304,-0.564202879,21.28,5327.04284,54.8568,1.249908049,1.249908049,3775.630627,20.40405167,20.40405167,804.0192,4.633466667,4.633466667,3.65937412,3.65937412,25.90650926,25.90650926,14.03506126,14.03506126,62.18741276,-0.386006271,40.29571605,2.220872354,-0.386006271,-0.386006271,-0.386006271,-0.386006271,1376.88389,1.602705977,0.11420302,0.324731364,0.055218583,1.853198575,3838.413802,0.304045369,0.141767948,12.16,15.525,0.32229028,18.10497451,47.196,0.150330897,32.68,0.106016539,1.029856223,0.353913323,1.016371626,8.316894352,0.200335666,0.128256547,2.071666667,2.071666667,0.150380339,938.7485032,6.111666667,60.04363381,46.81328576,2.071666667,0.837307692,2.632708102,9.369903762,124.3132746,81.47091531,212.378168,0.509338811,48.21767315,38.16768954,0.523387863,0.523387863,0.433548423,0.433548423,12.40031316,inactive,-1
0872 Alpentine,0.533531974,2.517060157,1.511886399,0,291.868349,-0.514329105,0.104867767,0.416278743,4.370953403,2.51514305,2.23617736,0.033448674,0.1518306,0.651529063,0.211491292,2.35477476,0.033061814,17.79815625,0.00687484,2,34.32327614,1.642538683,0.533531974,0.34720521,458.378727,-0.838592764,0.075573439,54.49110278,0.199178566,2.110945595,3265.699994,2.416085724,0.34720521,1.153151215,1.91601196,25743.90298,66481.1648,15.81322952,30.04378266,0.038119201,0.84922536,2883.512183,1678.72,650.0608848,5774.7968,1.17625,1.17625,2236.209444,865.9408893,17.97871972,-0.257164553,-0.257164553,-0.257164553,76.42683432,19229.6,-0.514329105,10.32,9968.967042,26.316,2.525484131,2.525484131,7446.394152,9.704774919,9.704774919,1834.208,3.47225,3.47225,4.087288894,4.087288894,11.96041813,11.96041813,3.35433181,3.35433181,15.81322952,-0.257164553,22.5668097,1.366409783,-0.257164553,-0.257164553,-0.257164553,-0.257164553,1595.026771,0.299496386,0.236828479,0.6261625,0.052525036,1.044837902,3737.627534,0.257900758,0.273281914,9.43,8.155,0.381866367,10.86321007,28.0532,0.175088533,32.4392,0.111007665,2.985594813,0.157817503,0.524293474,11.38896798,0.461437309,0.201471648,1.92,1.92,0.227030583,1238.080469,6.03075,32.48496021,67.71524174,1.92,0.666802885,1.001847356,6.059424631,62.6141118,230.8737011,596.20923,0.199178566,30.04378266,18.91057357,0.224150665,0.224150665,0.186679237,0.186679237,7.57629371,inactive,-1
0873 Fluspirilone,0.386448498,1.852707776,1.568692267,0,674.6024084,-0.607337472,0.106453446,0.249767246,4.509359652,2.346350653,1.820781772,0.038488547,0.140291194,0.295785328,0.167285211,4.824034728,0.069278319,19.73069015,0.005740514,2,38.2412114,1.181780418,0.386448498,0.402257516,898.5727646,-0.918777537,0.655205522,173.8270799,0.209392079,0.397580119,3451.751207,2.369185112,0.402257516,0,1.416045989,22256.69932,57475.7952,18.78302434,31.09782135,0.015805558,0.524985151,2695.418465,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,20.82086012,-0.303668736,-0.303668736,-0.303668736,93.6364085,17975.2384,-0.607337472,6.88,8618.596106,17.544,2.120535326,2.120535326,6960.660134,9.020316839,9.020316839,1834.208,2.193,2.193,4.24640062,4.24640062,13.09707198,13.09707198,4.002762645,4.002762645,18.78302434,-0.303668736,22.39543616,1.195092405,-0.303668736,-0.303668736,-0.303668736,-0.303668736,1475.122659,0.248391805,0.09972973,0.309299512,0.058029495,1.406224278,1348.775175,0.548983684,0.112356107,6.88,7.265,0.416581491,9.677648214,24.9916,0.206317122,21.93,0.121099271,0.83186667,0.199123936,0.596420228,7.031604181,0.577758151,0.147478661,1.0675,1.0675,0.184187111,1676.600882,3.2895,62.85533061,85.35228266,1.0675,0.505180288,1.408459945,17.70743489,65.22277835,231.4007042,597.5701648,0.209392079,31.09782135,18.54066698,0.24610306,0.24610306,0.219325485,0.219325485,7.620375647,inactive,-1
0875 Haloperide,0.378727165,4.089527474,1.534637663,0,708.8662693,-0.608862751,0.108537777,0.468426358,8.60901475,2.934985831,0.991896117,0.033564764,0.121888273,0.920762802,0.49160703,7.419261964,0,38.75040012,0,0,22.06482082,2.265902773,0.378727165,0.429089671,1686.126198,-0.963978596,-0.265169246,79.84731259,0.256199377,0.951142598,3018.899252,1.891134331,0.429089671,1.877707036,2.943466582,25088.6203,64788.96,32.63945336,69.86272709,0,0,2826.729174,1664.96,644.7325169,5727.4624,1.525625,1.525625,2217.879858,858.8430132,26.97901611,-0.304431375,-0.304431375,-0.304431375,278.7440763,18850.9248,-0.608862751,16.35570161,9715.21797,42.636,1.560308004,1.560308004,7299.757467,20.46639687,20.46639687,1751.3728,4.42,4.42,3.290270612,3.290270612,19.34077299,19.34077299,7.659116655,7.659116655,32.63945336,-0.304431375,62.3172273,2.202608133,-0.304431375,-0.304431375,-0.304431375,-0.304431375,0,0.810311637,0,0,0,1.361837608,0,0,0.433303172,13.97,13.79,0,16.08164886,41.9216,0.522111582,46.0788,0,4.667006409,0.460788948,1.351557647,12.84016103,0,0.189518923,2.11,2.11,0.244965381,744.9208173,6.38775,47.71331783,53.79396004,2.11,1.249651442,2.579244998,18.0871645,210.8314551,212.9535972,549.9322771,0.256199377,69.86272709,55.72935737,0.296282426,0.296282426,0.21600287,0.21600287,13.38997295,inactive,-1
0876 Oxaflumazine disuccinate,0.356870626,3.479078541,1.542136691,0,811.3535045,-0.608864291,0.102658399,0.513681996,7.537829621,2.888115439,0.649097894,0.037569781,0.110182341,0.920759251,0.493393625,10.1280253,0,36.3703249,0,0,16.07389863,2.296914933,0.356870626,0.461677251,1888.293979,-0.853919502,-0.117758467,402.0973484,0.29834556,0.77422576,2922.176513,1.955088322,0.461677251,1.367267683,2.943466582,20300.01606,52422.848,38.13181881,64.15673948,0,0,2384.886384,1534.24,594.1130218,5277.7856,1.525625,1.525625,2043.748795,791.4131899,29.25908507,-0.304432145,-0.304432145,-0.304432145,239.3167396,15904.3584,-0.608864291,16.35570161,7860.897827,42.636,1.544559871,1.544559871,6158.740763,18.51608108,18.51608108,1656.704,4.42,4.42,3.387687211,3.387687211,18.9971658,18.9971658,9.469957023,9.469957023,38.13181881,-0.304432145,53.74415598,2.165744638,-0.304432145,-0.304432145,-0.304432145,-0.304432145,0,0.812126207,0,0,0,1.591055827,0,0,0.315940028,13.97,13.79,0,16.08164886,41.9216,0.633344571,46.0788,0,3.382895786,0.484410143,1.425291397,11.82225741,0,0.102513588,2.11,2.11,0.128124159,673.9027519,6.38775,53.4594758,47.98431414,2.11,1.249651442,2.651633608,21.73813389,166.4188197,211.0978575,545.140007,0.29834556,64.15673948,44.8452709,0.331517623,0.331517623,0.272568601,0.272568601,12.47509543,inactive,-1
0878 Butenafine,0.356730436,3.47316754,1.618034762,0,1200.709173,-0.53127996,0.055857762,1.168031027,5.094791115,4.227710689,2.332187577,0.018574193,0.074301073,0.537783858,0.534158213,1.740310339,0.054824995,21.65364102,0.005863973,2,12.74376732,1.811432992,0.356730436,0.552019801,1106.293662,0.840921901,-0.175339508,280.2186554,0.497496771,2.206120371,3008.421107,1.325278013,0.552019801,2.801153251,3.612313196,12337.27191,32160.768,63.80003628,43.67317775,0.045622514,1.001636622,1319.180892,890.72,341.6913064,2707.7888,1.471875,1.471875,1038.741572,398.4742283,31.27769687,-0.26563998,-0.26563998,-0.26563998,188.7466321,8964.352,-0.53127996,17.84258358,4732.731448,46.512,1.208276004,1.208276004,3438.837285,18.66275764,18.66275764,757.8112,4.145875,4.145875,3.412147779,3.412147779,25.45157505,25.45157505,18.06748363,18.06748363,63.80003628,-0.26563998,36.4229396,3.051552462,-0.26563998,-0.26563998,-0.26563998,-0.26563998,1483.317198,1.352568746,0.264875545,0.648644531,0.056548149,1.476776971,3395.217142,0.3247553,0.317442182,13.395,14.635,0.177259654,17.06707259,44.4904,0.165341651,38.6656,0.058309097,2.522967969,0.38913703,1.027636043,11.97841688,0.043433495,0.359736212,1.57625,1.57625,0.42861093,486.8210483,4.743,45.91433854,27.24408199,1.57625,1.093717376,3.122004348,6.872442701,115.7230545,74.79515975,194.975826,0.497496771,43.67317775,35.49724235,0.505856716,0.505856716,0.403580985,0.403580985,10.64016145,inactive,-1
0884 Buclosamide,0.358693367,3.157226193,1.578269634,0,1684.055327,-0.53127996,0.055626063,1.167446301,4.471292496,3.751280203,2.245118915,0.01509721,0.086495262,0.53778385,0.552366699,1.870373584,0.04836062,18.2019438,0.006112684,2,13.99507929,1.811365171,0.358693367,0.567918354,1186.668939,-1.6134867,1.163679897,280.9007873,0.508188647,6.491127119,3088.985511,1.325278013,0.567918354,1.677476388,3.612313196,12337.27191,32160.768,63.80003628,38.35587337,0.039596534,0.97156557,1319.180892,890.72,341.6913064,2707.7888,1.471875,1.471875,1038.741572,398.4742283,31.27769687,-0.26563998,-0.26563998,-0.26563998,176.3871751,8964.352,-0.53127996,17.84258358,4732.731448,46.512,1.208276004,1.208276004,3438.837285,17.47494919,17.47494919,757.8112,4.145875,4.145875,3.513541285,3.513541285,23.67182759,23.67182759,18.06748363,18.06748363,63.80003628,-0.26563998,32.66404825,2.768038319,-0.26563998,-0.26563998,-0.26563998,-0.26563998,0,1.306173703,0.23472561,0.5451,0.048994368,1.623542878,3356.416582,0.175217066,0.211863627,13.395,14.635,0.177259654,17.06707259,44.4904,0.064023602,38.6656,0.058309097,1.733358464,0.465308635,1.231338074,11.97841688,0,0.379054466,1.57625,1.57625,0.464543581,471.6507328,4.743,50.47742401,28.46376505,1.57625,1.066074519,3.270022,6.878056714,105.2000786,74.79502571,194.9754766,0.508188647,38.35587337,32.247916,0.516770081,0.516770081,0.393894203,0.393894203,9.920185976,inactive,-1
0889 2.6 dicloro-4-nitroaniline,0.583286312,2.820867336,1.577731354,0,263.10553,-0.514489747,0.090294614,0.833333333,3.575893299,2.685732974,2.246842158,0.025403483,0.126973954,0.647411846,0.212619144,1.256945558,0.044542037,12.91795795,0.005765345,2,18.86729859,1.603332996,0.583286312,0.34983695,289.0733501,7.897795013,-1.037576539,106.9162593,0.231956116,4.997457028,2924.502034,2.369185112,0.34983695,3.984587563,1.91601196,25743.90298,66481.1648,17.40892711,24.43889406,0.034951889,0.971601595,2883.512183,1678.72,650.0608848,5774.7968,1.17625,1.17625,2236.209444,865.9408893,18.20454534,-0.257244873,-0.257244873,-0.257244873,68.43249437,19229.6,-0.514489747,10.32,9968.967042,26.316,2.410014198,2.410014198,7446.394152,10.39489464,10.39489464,1763.2064,3.47225,3.47225,3.671492487,3.671492487,12.90444132,12.90444132,3.836677975,3.836677975,17.40892711,-0.257244873,19.81489511,1.393451,-0.257244873,-0.257244873,-0.257244873,-0.257244873,1582.978508,0.302063361,0.219357801,0.656601563,0.057351756,0.990384208,3147.827678,0.212556704,0.251315446,9.43,8.155,0,10.86321007,28.0532,0.05823914,32.4392,0,2.618337094,0.15215984,0.505719417,15.26265295,0.476186808,0.220633444,1.92,1.92,0.242830591,689.8587706,6.03075,30.25173581,34.2909003,1.92,0.666802885,0.980207782,6.979515548,56.97510247,213.0151101,550.0911284,0.231956116,24.43889406,18.34891501,0.251171866,0.251171866,0.202675264,0.202675264,7.852605502,inactive,-1
0892 1.2 dibromo 1.3.4.5.6 pentaclorociclohexano,0.460716668,3.043906219,1.482628444,0,994.7656391,-0.546422711,0.137303628,0.125,6.014548387,2.763067434,1.324617917,0.054239477,0.238731136,0.478907404,0.505663354,3.25797684,0.057682939,24.73155389,0.005618278,2.166045989,22.11331346,1.564135688,0.460716668,0.437380074,1319.718446,-1.620981669,0.277806676,232.9180271,0.199876133,0.356579398,3279.185624,2.041476786,0.437380074,0,2.277420594,22426.24799,57913.6384,17.58683362,53.10565769,0.01853568,0.755355343,2702.516341,1658.08,642.068333,5703.7952,1.15125,1.15125,2208.715065,855.2940751,20.28135629,-0.273211355,-0.273211355,-0.273211355,194.2901245,18022.5728,-0.546422711,14.86881965,8684.25146,38.76,1.998566144,1.998566144,6978.989719,15.02773663,15.02773663,1834.208,3.3235,3.3235,4.090308764,4.090308764,12.93750115,12.93750115,3.620639639,3.620639639,17.58683362,-0.273211355,43.51950098,2.405164611,-0.273211355,-0.273211355,-0.273211355,-0.273211355,1308.460665,1.010694914,0.122532747,0.326916569,0.063899028,1.596239511,3372.452435,0.48645212,0.136401827,11.63,12.07,0.381866367,14.07581593,36.6928,0.474474665,35.3552,0.111007665,1.200225719,0.436228691,1.200036419,7.739136741,0.564059755,0.087879951,1.57625,1.57625,0.107505885,1069.792887,4.743,52.67590387,52.52917574,1.57625,1.112307692,2.742668044,7.909374118,141.4588091,229.6548846,593.0617528,0.199876133,53.10565769,38.77193702,0.241570551,0.241570551,0.208881375,0.208881375,8.972590488,inactive,-1
